Code,Name,Comp. Code,Amount,Cash,Percent
159800,마이티 코스피100,005930,4884.0,410256000,30.540000915527344
159800,마이티 코스피100,000660,651.0,90814500,6.670000076293945
159800,마이티 코스피100,035420,147.0,57109500,4.320000171661377
159800,마이티 코스피100,051910,53.0,46004000,3.5299999713897705
159800,마이티 코스피100,006400,59.0,40710000,3.059999942779541
159800,마이티 코스피100,068270,122.0,38552000,2.890000104904175
159800,마이티 코스피100,005380,163.0,37490000,2.8499999046325684
159800,마이티 코스피100,005490,80.0,26160000,1.9800000190734863
159800,마이티 코스피100,000270,292.0,24966000,1.8799999952316284
159800,마이티 코스피100,012330,75.0,22612500,1.75
159800,마이티 코스피100,105560,410.0,21935000,1.6200000047683716
159800,마이티 코스피100,066570,125.0,19687500,1.5099999904632568
159800,마이티 코스피100,036570,21.0,19194000,1.440000057220459
159800,마이티 코스피100,055550,474.0,17656500,1.309999942779541
159800,마이티 코스피100,017670,59.0,17700000,1.2899999618530273
159800,마이티 코스피100,096770,60.0,16620000,1.2400000095367432
159800,마이티 코스피100,028260,115.0,15582500,1.1799999475479126
159800,마이티 코스피100,051900,10.0,15630000,1.1699999570846558
159800,마이티 코스피100,086790,314.0,12952500,0.9599999785423279
159800,마이티 코스피100,207940,16.0,12544000,0.949999988079071
159800,마이티 코스피100,009150,64.0,12256000,0.9100000262260437
159800,마이티 코스피100,034730,40.0,11980000,0.8799999952316284
159800,마이티 코스피100,251270,74.0,10249000,0.7900000214576721
159800,마이티 코스피100,003550,104.0,9973600,0.7799999713897705
159800,마이티 코스피100,033780,121.0,9958300,0.7400000095367432
159800,마이티 코스피100,090430,36.0,9648000,0.7200000286102295
159800,마이티 코스피100,015760,365.0,8723500,0.6499999761581421
159800,마이티 코스피100,003490,294.0,7835100,0.5799999833106995
159800,마이티 코스피100,032830,97.0,7439900,0.5699999928474426
159800,마이티 코스피100,018260,38.0,7201000,0.5400000214576721
159800,마이티 코스피100,009830,143.0,6914050,0.5400000214576721
159800,마이티 코스피100,009540,54.0,7182000,0.5400000214576721
159800,마이티 코스피100,030200,251.0,7053100,0.5299999713897705
159800,마이티 코스피100,000810,36.0,6858000,0.5099999904632568
159800,마이티 코스피100,316140,621.0,6427350,0.47999998927116394
159800,마이티 코스피100,034220,261.0,6433650,0.47999998927116394
159800,마이티 코스피100,018880,310.0,5549000,0.41999998688697815
159800,마이티 코스피100,011170,19.0,5491000,0.4099999964237213
159800,마이티 코스피100,003670,31.0,5161500,0.4000000059604645
159800,마이티 코스피100,011780,20.0,4900000,0.3799999952316284
159800,마이티 코스피100,071050,47.0,5052500,0.3700000047683716
159800,마이티 코스피100,004020,97.0,4723900,0.36000001430511475
159800,마이티 코스피100,021240,65.0,4407000,0.33000001311302185
159800,마이티 코스피100,161390,83.0,4340900,0.3199999928474426
159800,마이티 코스피100,032640,324.0,4244400,0.3199999928474426
159800,마이티 코스피100,010130,10.0,4175000,0.3100000023841858
159800,마이티 코스피100,006800,405.0,4110750,0.3100000023841858
159800,마이티 코스피100,000720,85.0,3859000,0.28999999165534973
159800,마이티 코스피100,139480,23.0,3898500,0.28999999165534973
159800,마이티 코스피100,086280,21.0,3853500,0.28999999165534973
159800,마이티 코스피100,010950,48.0,3734400,0.28999999165534973
159800,마이티 코스피100,010140,505.0,3843050,0.2800000011920929
159800,마이티 코스피100,000100,58.0,3822200,0.2800000011920929
159800,마이티 코스피100,097950,9.0,3735000,0.2800000011920929
159800,마이티 코스피100,011070,17.0,3612500,0.2800000011920929
159800,마이티 코스피100,019170,40.0,3604000,0.27000001072883606
159800,마이티 코스피100,035250,146.0,3650000,0.27000001072883606
159800,마이티 코스피100,271560,25.0,3187500,0.23999999463558197
159800,마이티 코스피100,267250,50.0,2935000,0.2199999988079071
159800,마이티 코스피100,008770,35.0,2971500,0.2199999988079071
159800,마이티 코스피100,047810,81.0,2916000,0.2199999988079071
159800,마이티 코스피100,016360,70.0,2877000,0.20999999344348907
159800,마이티 코스피100,006360,65.0,2840500,0.20999999344348907
159800,마이티 코스피100,128940,8.0,2772000,0.20999999344348907
159800,마이티 코스피100,024110,291.0,2677200,0.20000000298023224
159800,마이티 코스피100,081660,56.0,2380000,0.18000000715255737
159800,마이티 코스피100,352820,10.0,2525000,0.18000000715255737
159800,마이티 코스피100,028050,170.0,2337500,0.18000000715255737
159800,마이티 코스피100,012750,28.0,2304400,0.17000000178813934
159800,마이티 코스피100,005830,51.0,2284800,0.17000000178813934
159800,마이티 코스피100,326030,20.0,2280000,0.17000000178813934
159800,마이티 코스피100,004170,8.0,2240000,0.17000000178813934
159800,마이티 코스피100,285130,8.0,2208000,0.1599999964237213
159800,마이티 코스피100,241560,52.0,2155400,0.1599999964237213
159800,마이티 코스피100,000120,12.0,2100000,0.1599999964237213
159800,마이티 코스피100,002790,30.0,2073000,0.1599999964237213
159800,마이티 코스피100,138930,310.0,2092500,0.15000000596046448
159800,마이티 코스피100,078930,51.0,1991550,0.15000000596046448
159800,마이티 코스피100,005940,163.0,1947850,0.15000000596046448
159800,마이티 코스피100,030000,80.0,1740000,0.12999999523162842
159800,마이티 코스피100,001450,69.0,1600800,0.11999999731779099
159800,마이티 코스피100,000880,49.0,1536150,0.11999999731779099
159800,마이티 코스피100,023530,12.0,1500000,0.10999999940395355
159800,마이티 코스피100,042660,53.0,1531700,0.10999999940395355
159800,마이티 코스피100,282330,9.0,1458000,0.10999999940395355
159800,마이티 코스피100,009240,12.0,1446000,0.10999999940395355
159800,마이티 코스피100,008930,24.0,1452000,0.10999999940395355
159800,마이티 코스피100,001040,15.0,1428000,0.10999999940395355
159800,마이티 코스피100,036460,39.0,1298700,0.10000000149011612
159800,마이티 코스피100,000080,35.0,1263500,0.09000000357627869
159800,마이티 코스피100,007070,31.0,1159400,0.09000000357627869
159800,마이티 코스피100,000210,13.0,1107600,0.09000000357627869
159800,마이티 코스피100,047050,53.0,1075900,0.07999999821186066
159800,마이티 코스피100,029780,31.0,1058650,0.07999999821186066
159800,마이티 코스피100,180640,19.0,1045000,0.07999999821186066
159800,마이티 코스피100,003410,122.0,934520,0.07000000029802322
159800,마이티 코스피100,004990,28.0,933800,0.07000000029802322
159800,마이티 코스피100,004370,3.0,886500,0.07000000029802322
159800,마이티 코스피100,007310,1.0,574000,0.03999999910593033
159800,마이티 코스피100,,0.0,0,4.96999979019165
361580,KBSTAR 200TR,005930,4012.0,337008000,30.479999542236328
361580,KBSTAR 200TR,000660,477.0,66541500,5.940000057220459
361580,KBSTAR 200TR,035420,108.0,41958000,3.859999895095825
361580,KBSTAR 200TR,051910,39.0,33852000,3.1600000858306885
361580,KBSTAR 200TR,006400,44.0,30360000,2.7699999809265137
361580,KBSTAR 200TR,068270,89.0,28124000,2.559999942779541
361580,KBSTAR 200TR,005380,120.0,27600000,2.549999952316284
361580,KBSTAR 200TR,005490,59.0,19293000,1.7699999809265137
361580,KBSTAR 200TR,000270,214.0,18297000,1.6799999475479126
361580,KBSTAR 200TR,012330,55.0,16582500,1.559999942779541
361580,KBSTAR 200TR,105560,301.0,16103500,1.4500000476837158
361580,KBSTAR 200TR,066570,92.0,14490000,1.350000023841858
361580,KBSTAR 200TR,036570,16.0,14624000,1.3300000429153442
361580,KBSTAR 200TR,055550,378.0,14080500,1.2699999809265137
361580,KBSTAR 200TR,096770,49.0,13573000,1.2300000190734863
361580,KBSTAR 200TR,017670,43.0,12900000,1.1399999856948853
361580,KBSTAR 200TR,051900,8.0,12504000,1.1399999856948853
361580,KBSTAR 200TR,028260,84.0,11382000,1.0499999523162842
361580,KBSTAR 200TR,207940,12.0,9408000,0.8600000143051147
361580,KBSTAR 200TR,086790,230.0,9487500,0.8600000143051147
361580,KBSTAR 200TR,009150,47.0,9000500,0.8100000023841858
361580,KBSTAR 200TR,034730,29.0,8685500,0.7699999809265137
361580,KBSTAR 200TR,033780,96.0,7900800,0.7200000286102295
361580,KBSTAR 200TR,251270,55.0,7617500,0.7099999785423279
361580,KBSTAR 200TR,003550,76.0,7288400,0.6899999976158142
361580,KBSTAR 200TR,090430,26.0,6968000,0.6299999952316284
361580,KBSTAR 200TR,011200,220.0,6578000,0.6000000238418579
361580,KBSTAR 200TR,015760,268.0,6405200,0.5799999833106995
361580,KBSTAR 200TR,032830,71.0,5445700,0.5099999904632568
361580,KBSTAR 200TR,018260,28.0,5306000,0.47999998927116394
361580,KBSTAR 200TR,009540,40.0,5320000,0.47999998927116394
361580,KBSTAR 200TR,030200,184.0,5170400,0.4699999988079071
361580,KBSTAR 200TR,000810,27.0,5143500,0.4699999988079071
361580,KBSTAR 200TR,009830,99.0,4786650,0.44999998807907104
361580,KBSTAR 200TR,316140,455.0,4709250,0.4300000071525574
361580,KBSTAR 200TR,034220,192.0,4732800,0.4300000071525574
361580,KBSTAR 200TR,003490,167.0,4450550,0.4000000059604645
361580,KBSTAR 200TR,018880,227.0,4063300,0.3700000047683716
361580,KBSTAR 200TR,011170,14.0,4046000,0.3700000047683716
361580,KBSTAR 200TR,011780,15.0,3675000,0.3499999940395355
361580,KBSTAR 200TR,071050,35.0,3762500,0.33000001311302185
361580,KBSTAR 200TR,006800,357.0,3623550,0.33000001311302185
361580,KBSTAR 200TR,004020,72.0,3506400,0.3199999928474426
361580,KBSTAR 200TR,021240,48.0,3254400,0.30000001192092896
361580,KBSTAR 200TR,161390,61.0,3190300,0.2800000011920929
361580,KBSTAR 200TR,032640,238.0,3117800,0.2800000011920929
361580,KBSTAR 200TR,003670,18.0,2997000,0.2800000011920929
361580,KBSTAR 200TR,086280,16.0,2936000,0.27000001072883606
361580,KBSTAR 200TR,000100,45.0,2965500,0.27000001072883606
361580,KBSTAR 200TR,000720,63.0,2860200,0.25999999046325684
361580,KBSTAR 200TR,097950,7.0,2905000,0.25999999046325684
361580,KBSTAR 200TR,010130,7.0,2922500,0.25999999046325684
361580,KBSTAR 200TR,139480,17.0,2881500,0.25999999046325684
361580,KBSTAR 200TR,010140,370.0,2815700,0.25
361580,KBSTAR 200TR,010950,35.0,2723000,0.25
361580,KBSTAR 200TR,035250,107.0,2675000,0.23999999463558197
361580,KBSTAR 200TR,019170,29.0,2612900,0.23999999463558197
361580,KBSTAR 200TR,011070,12.0,2550000,0.23999999463558197
361580,KBSTAR 200TR,011790,17.0,2465000,0.23000000417232513
361580,KBSTAR 200TR,267250,40.0,2348000,0.2199999988079071
361580,KBSTAR 200TR,271560,18.0,2295000,0.20999999344348907
361580,KBSTAR 200TR,024110,251.0,2309200,0.20999999344348907
361580,KBSTAR 200TR,008770,26.0,2207400,0.20000000298023224
361580,KBSTAR 200TR,047810,60.0,2160000,0.20000000298023224
361580,KBSTAR 200TR,016360,52.0,2137200,0.1899999976158142
361580,KBSTAR 200TR,034020,156.0,2098200,0.1899999976158142
361580,KBSTAR 200TR,006360,48.0,2097600,0.1899999976158142
361580,KBSTAR 200TR,128940,6.0,2079000,0.1899999976158142
361580,KBSTAR 200TR,010060,16.0,1880000,0.18000000715255737
361580,KBSTAR 200TR,352820,8.0,2020000,0.17000000178813934
361580,KBSTAR 200TR,204320,28.0,1853600,0.17000000178813934
361580,KBSTAR 200TR,014680,7.0,1844500,0.17000000178813934
361580,KBSTAR 200TR,006280,5.0,1847500,0.1599999964237213
361580,KBSTAR 200TR,005830,40.0,1792000,0.1599999964237213
361580,KBSTAR 200TR,081660,41.0,1742500,0.1599999964237213
361580,KBSTAR 200TR,078930,43.0,1679150,0.1599999964237213
361580,KBSTAR 200TR,028050,125.0,1718750,0.1599999964237213
361580,KBSTAR 200TR,012750,21.0,1728300,0.1599999964237213
361580,KBSTAR 200TR,375500,13.0,1651000,0.15000000596046448
361580,KBSTAR 200TR,004170,6.0,1680000,0.15000000596046448
361580,KBSTAR 200TR,285130,6.0,1656000,0.15000000596046448
361580,KBSTAR 200TR,000990,30.0,1656000,0.15000000596046448
361580,KBSTAR 200TR,138930,244.0,1647000,0.15000000596046448
361580,KBSTAR 200TR,241560,38.0,1575100,0.14000000059604645
361580,KBSTAR 200TR,002790,22.0,1520200,0.14000000059604645
361580,KBSTAR 200TR,005940,120.0,1434000,0.12999999523162842
361580,KBSTAR 200TR,039490,10.0,1360000,0.11999999731779099
361580,KBSTAR 200TR,020150,17.0,1303900,0.11999999731779099
361580,KBSTAR 200TR,030000,59.0,1283250,0.11999999731779099
361580,KBSTAR 200TR,010620,19.0,1265400,0.10999999940395355
361580,KBSTAR 200TR,042670,118.0,1256700,0.10999999940395355
361580,KBSTAR 200TR,000120,7.0,1225000,0.10999999940395355
361580,KBSTAR 200TR,008560,265.0,1212375,0.10999999940395355
361580,KBSTAR 200TR,017800,26.0,1184300,0.10999999940395355
361580,KBSTAR 200TR,012450,29.0,1171600,0.10999999940395355
361580,KBSTAR 200TR,001450,51.0,1183200,0.10999999940395355
361580,KBSTAR 200TR,028670,191.0,1172740,0.10999999940395355
361580,KBSTAR 200TR,282330,7.0,1134000,0.10000000149011612
361580,KBSTAR 200TR,047040,170.0,1125400,0.10000000149011612
361580,KBSTAR 200TR,001040,12.0,1142400,0.10000000149011612
361580,KBSTAR 200TR,000880,36.0,1128600,0.10000000149011612
361580,KBSTAR 200TR,112610,14.0,1134000,0.10000000149011612
361580,KBSTAR 200TR,023530,9.0,1125000,0.10000000149011612
361580,KBSTAR 200TR,042660,39.0,1127100,0.10000000149011612
361580,KBSTAR 200TR,002380,4.0,1098000,0.10000000149011612
361580,KBSTAR 200TR,009240,9.0,1084500,0.10000000149011612
361580,KBSTAR 200TR,008930,18.0,1089000,0.10000000149011612
361580,KBSTAR 200TR,001230,58.0,1102000,0.10000000149011612
361580,KBSTAR 200TR,064350,53.0,1057350,0.10000000149011612
361580,KBSTAR 200TR,069960,12.0,1059600,0.09000000357627869
361580,KBSTAR 200TR,011210,13.0,1012700,0.09000000357627869
361580,KBSTAR 200TR,326030,9.0,1026000,0.09000000357627869
361580,KBSTAR 200TR,180640,18.0,990000,0.09000000357627869
361580,KBSTAR 200TR,003000,42.0,976500,0.09000000357627869
361580,KBSTAR 200TR,336260,19.0,1003200,0.09000000357627869
361580,KBSTAR 200TR,294870,35.0,978250,0.09000000357627869
361580,KBSTAR 200TR,006260,15.0,979500,0.09000000357627869
361580,KBSTAR 200TR,036460,29.0,965700,0.09000000357627869
361580,KBSTAR 200TR,000080,26.0,938600,0.07999999821186066
361580,KBSTAR 200TR,120110,15.0,930000,0.07999999821186066
361580,KBSTAR 200TR,006650,3.0,906000,0.07999999821186066
361580,KBSTAR 200TR,088350,281.0,913250,0.07999999821186066
361580,KBSTAR 200TR,004000,15.0,906000,0.07999999821186066
361580,KBSTAR 200TR,000210,10.0,852000,0.07999999821186066
361580,KBSTAR 200TR,004370,3.0,886500,0.07999999821186066
361580,KBSTAR 200TR,185750,6.0,861000,0.07999999821186066
361580,KBSTAR 200TR,007070,23.0,860200,0.07999999821186066
361580,KBSTAR 200TR,026960,26.0,835900,0.07999999821186066
361580,KBSTAR 200TR,161890,14.0,814800,0.07000000029802322
361580,KBSTAR 200TR,007700,5.0,785000,0.07000000029802322
361580,KBSTAR 200TR,047050,39.0,791700,0.07000000029802322
361580,KBSTAR 200TR,029780,23.0,785450,0.07000000029802322
361580,KBSTAR 200TR,010120,13.0,793000,0.07000000029802322
361580,KBSTAR 200TR,009420,30.0,730500,0.07000000029802322
361580,KBSTAR 200TR,001120,24.0,738000,0.07000000029802322
361580,KBSTAR 200TR,010780,12.0,715200,0.07000000029802322
361580,KBSTAR 200TR,005250,19.0,722000,0.07000000029802322
361580,KBSTAR 200TR,111770,18.0,722700,0.07000000029802322
361580,KBSTAR 200TR,214320,12.0,728400,0.07000000029802322
361580,KBSTAR 200TR,192820,6.0,720000,0.07000000029802322
361580,KBSTAR 200TR,001740,127.0,709930,0.05999999865889549
361580,KBSTAR 200TR,004990,21.0,700350,0.05999999865889549
361580,KBSTAR 200TR,003410,90.0,689400,0.05999999865889549
361580,KBSTAR 200TR,004800,8.0,684800,0.05999999865889549
361580,KBSTAR 200TR,004490,7.0,646800,0.05999999865889549
361580,KBSTAR 200TR,013890,8.0,664000,0.05999999865889549
361580,KBSTAR 200TR,051600,19.0,640300,0.05999999865889549
361580,KBSTAR 200TR,020560,42.0,627900,0.05999999865889549
361580,KBSTAR 200TR,272210,30.0,603000,0.05000000074505806
361580,KBSTAR 200TR,032350,31.0,585900,0.05000000074505806
361580,KBSTAR 200TR,007310,1.0,574000,0.05000000074505806
361580,KBSTAR 200TR,003090,16.0,534400,0.05000000074505806
361580,KBSTAR 200TR,069620,4.0,546000,0.05000000074505806
361580,KBSTAR 200TR,192080,8.0,551200,0.05000000074505806
361580,KBSTAR 200TR,005300,4.0,542000,0.05000000074505806
361580,KBSTAR 200TR,006120,9.0,540900,0.05000000074505806
361580,KBSTAR 200TR,020000,12.0,505200,0.05000000074505806
361580,KBSTAR 200TR,103140,15.0,495750,0.03999999910593033
361580,KBSTAR 200TR,003520,75.0,487500,0.03999999910593033
361580,KBSTAR 200TR,057050,6.0,487200,0.03999999910593033
361580,KBSTAR 200TR,079160,18.0,486900,0.03999999910593033
361580,KBSTAR 200TR,003850,20.0,460000,0.03999999910593033
361580,KBSTAR 200TR,108670,5.0,436000,0.03999999910593033
361580,KBSTAR 200TR,093370,40.0,426000,0.03999999910593033
361580,KBSTAR 200TR,064960,7.0,422100,0.03999999910593033
361580,KBSTAR 200TR,005440,43.0,422260,0.03999999910593033
361580,KBSTAR 200TR,001680,16.0,422400,0.03999999910593033
361580,KBSTAR 200TR,114090,26.0,412100,0.03999999910593033
361580,KBSTAR 200TR,031430,2.0,412000,0.03999999910593033
361580,KBSTAR 200TR,069260,18.0,398700,0.03999999910593033
361580,KBSTAR 200TR,012630,32.0,396800,0.03999999910593033
361580,KBSTAR 200TR,007570,11.0,390500,0.03999999910593033
361580,KBSTAR 200TR,079550,9.0,392400,0.03999999910593033
361580,KBSTAR 200TR,000240,20.0,374000,0.029999999329447746
361580,KBSTAR 200TR,052690,11.0,344300,0.029999999329447746
361580,KBSTAR 200TR,105630,14.0,303100,0.029999999329447746
361580,KBSTAR 200TR,001060,10.0,302000,0.029999999329447746
361580,KBSTAR 200TR,001800,18.0,298800,0.029999999329447746
361580,KBSTAR 200TR,008350,77.0,295295,0.029999999329447746
361580,KBSTAR 200TR,071840,7.0,282450,0.029999999329447746
361580,KBSTAR 200TR,000070,3.0,274500,0.029999999329447746
361580,KBSTAR 200TR,003230,3.0,271800,0.019999999552965164
361580,KBSTAR 200TR,241590,15.0,278250,0.019999999552965164
361580,KBSTAR 200TR,005180,4.0,253200,0.019999999552965164
361580,KBSTAR 200TR,115390,16.0,244000,0.019999999552965164
361580,KBSTAR 200TR,000150,5.0,246250,0.019999999552965164
361580,KBSTAR 200TR,284740,5.0,212000,0.019999999552965164
361580,KBSTAR 200TR,009410,17.0,209100,0.019999999552965164
361580,KBSTAR 200TR,002350,27.0,209250,0.019999999552965164
361580,KBSTAR 200TR,016380,14.0,213500,0.019999999552965164
361580,KBSTAR 200TR,014820,4.0,197200,0.019999999552965164
361580,KBSTAR 200TR,049770,1.0,193000,0.019999999552965164
361580,KBSTAR 200TR,018250,7.0,172550,0.019999999552965164
361580,KBSTAR 200TR,145990,3.0,171300,0.019999999552965164
361580,KBSTAR 200TR,005610,2.0,149000,0.009999999776482582
361580,KBSTAR 200TR,192400,1.0,130500,0.009999999776482582
361580,KBSTAR 200TR,006390,2.0,84000,0.009999999776482582
361580,KBSTAR 200TR,,0.0,0,4.510000228881836
285000,KBSTAR 200IT,000660,561.0,78259500,21.459999084472656
285000,KBSTAR 200IT,006400,104.0,71760000,20.149999618530273
285000,KBSTAR 200IT,005930,794.0,66696000,18.530000686645508
285000,KBSTAR 200IT,066570,274.0,43155000,12.319999694824219
285000,KBSTAR 200IT,009150,140.0,26810000,7.429999828338623
285000,KBSTAR 200IT,003550,228.0,21865200,6.400000095367432
285000,KBSTAR 200IT,018260,84.0,15918000,4.46999979019165
285000,KBSTAR 200IT,034220,572.0,14099800,3.9000000953674316
285000,KBSTAR 200IT,011070,36.0,7650000,2.180000066757202
285000,KBSTAR 200IT,000990,89.0,4912800,1.350000023841858
285000,KBSTAR 200IT,020150,51.0,3911700,1.100000023841858
285000,KBSTAR 200IT,,0.0,0,0.7300000190734863
287300,KBSTAR 200건설,003670,315.0,52447500,21.5
287300,KBSTAR 200건설,000720,855.0,38817000,15.760000228881836
287300,KBSTAR 200건설,006360,653.0,28536100,11.470000267028809
287300,KBSTAR 200건설,028050,1710.0,23512500,9.510000228881836
287300,KBSTAR 200건설,375500,171.0,21717000,8.859999656677246
287300,KBSTAR 200건설,047040,2321.0,15365020,6.239999771118164
287300,KBSTAR 200건설,294870,475.0,13276250,5.380000114440918
287300,KBSTAR 200건설,000210,137.0,11672400,4.900000095367432
287300,KBSTAR 200건설,010780,165.0,9834000,4.050000190734863
287300,KBSTAR 200건설,003410,1231.0,9429460,3.809999942779541
287300,KBSTAR 200건설,108670,70.0,6104000,2.4600000381469727
287300,KBSTAR 200건설,052690,151.0,4726300,1.9600000381469727
287300,KBSTAR 200건설,012630,375.0,4650000,1.8700000047683716
287300,KBSTAR 200건설,009410,231.0,2841300,1.149999976158142
287300,KBSTAR 200건설,006390,31.0,1302000,0.5299999713897705
287300,KBSTAR 200건설,,0.0,0,0.550000011920929
287310,KBSTAR 200경기소비재,005380,206.0,47380000,19.700000762939453
287310,KBSTAR 200경기소비재,000270,519.0,44374500,18.31999969482422
287310,KBSTAR 200경기소비재,012330,133.0,40099500,17.020000457763672
287310,KBSTAR 200경기소비재,028260,204.0,27642000,11.489999771118164
287310,KBSTAR 200경기소비재,018880,551.0,9862900,4.059999942779541
287310,KBSTAR 200경기소비재,021240,116.0,7864800,3.2200000286102295
287310,KBSTAR 200경기소비재,161390,148.0,7740400,3.119999885559082
287310,KBSTAR 200경기소비재,035250,261.0,6525000,2.6500000953674316
287310,KBSTAR 200경기소비재,008770,63.0,5348700,2.1700000762939453
287310,KBSTAR 200경기소비재,204320,67.0,4435400,1.7999999523162842
287310,KBSTAR 200경기소비재,081660,100.0,4250000,1.7599999904632568
287310,KBSTAR 200경기소비재,004170,15.0,4200000,1.7000000476837158
287310,KBSTAR 200경기소비재,023530,21.0,2625000,1.0800000429153442
287310,KBSTAR 200경기소비재,009240,21.0,2530500,1.0399999618530273
287310,KBSTAR 200경기소비재,069960,29.0,2560700,1.0299999713897705
287310,KBSTAR 200경기소비재,011210,32.0,2492800,1.0199999809265137
287310,KBSTAR 200경기소비재,007700,13.0,2041000,0.8600000143051147
287310,KBSTAR 200경기소비재,111770,45.0,1806750,0.7400000095367432
287310,KBSTAR 200경기소비재,013890,19.0,1577000,0.6499999761581421
287310,KBSTAR 200경기소비재,004490,16.0,1478400,0.6299999952316284
287310,KBSTAR 200경기소비재,032350,74.0,1398600,0.5799999833106995
287310,KBSTAR 200경기소비재,192080,19.0,1309100,0.5299999713897705
287310,KBSTAR 200경기소비재,031430,6.0,1236000,0.5
287310,KBSTAR 200경기소비재,020000,28.0,1178800,0.47999998927116394
287310,KBSTAR 200경기소비재,057050,14.0,1136800,0.46000000834465027
287310,KBSTAR 200경기소비재,064960,17.0,1025100,0.41999998688697815
287310,KBSTAR 200경기소비재,114090,63.0,998550,0.4099999964237213
287310,KBSTAR 200경기소비재,000240,48.0,897600,0.3700000047683716
287310,KBSTAR 200경기소비재,105630,35.0,757750,0.3100000023841858
287310,KBSTAR 200경기소비재,071840,17.0,685950,0.2800000011920929
287310,KBSTAR 200경기소비재,241590,37.0,686350,0.27000001072883606
287310,KBSTAR 200경기소비재,115390,38.0,579500,0.23999999463558197
287310,KBSTAR 200경기소비재,284740,12.0,508800,0.2199999988079071
287310,KBSTAR 200경기소비재,002350,67.0,519250,0.20999999344348907
287310,KBSTAR 200경기소비재,192400,3.0,391500,0.1599999964237213
287310,KBSTAR 200경기소비재,,0.0,0,0.49000000953674316
290080,KBSTAR 200고배당커버드콜ATM,047050,766.0,15549800,4.099999904632568
290080,KBSTAR 200고배당커버드콜ATM,051600,364.0,12266800,3.2899999618530273
290080,KBSTAR 200고배당커버드콜ATM,030200,429.0,12054900,3.2200000286102295
290080,KBSTAR 200고배당커버드콜ATM,017670,41.0,12300000,3.190000057220459
290080,KBSTAR 200고배당커버드콜ATM,005490,35.0,11445000,3.0799999237060547
290080,KBSTAR 200고배당커버드콜ATM,078930,276.0,10777800,2.990000009536743
290080,KBSTAR 200고배당커버드콜ATM,004800,130.0,11128000,2.9800000190734863
290080,KBSTAR 200고배당커버드콜ATM,267250,185.0,10859500,2.9200000762939453
290080,KBSTAR 200고배당커버드콜ATM,023530,86.0,10750000,2.890000104904175
290080,KBSTAR 200고배당커버드콜ATM,033780,121.0,9958300,2.6500000953674316
290080,KBSTAR 200고배당커버드콜ATM,030000,443.0,9635250,2.5799999237060547
290080,KBSTAR 200고배당커버드콜ATM,114090,595.0,9430750,2.509999990463257
290080,KBSTAR 200고배당커버드콜ATM,035250,376.0,9400000,2.4800000190734863
290080,KBSTAR 200고배당커버드콜ATM,086790,224.0,9240000,2.450000047683716
290080,KBSTAR 200고배당커버드콜ATM,010130,22.0,9185000,2.4200000762939453
290080,KBSTAR 200고배당커버드콜ATM,008560,1972.0,9021900,2.4200000762939453
290080,KBSTAR 200고배당커버드콜ATM,138930,1341.0,9051750,2.390000104904175
290080,KBSTAR 200고배당커버드콜ATM,003550,87.0,8343300,2.3299999237060547
290080,KBSTAR 200고배당커버드콜ATM,032640,662.0,8672200,2.299999952316284
290080,KBSTAR 200고배당커버드콜ATM,055550,223.0,8306750,2.200000047683716
290080,KBSTAR 200고배당커버드콜ATM,316140,780.0,8073000,2.1500000953674316
290080,KBSTAR 200고배당커버드콜ATM,021240,112.0,7593600,2.0199999809265137
290080,KBSTAR 200고배당커버드콜ATM,024110,827.0,7608400,2.0199999809265137
290080,KBSTAR 200고배당커버드콜ATM,105560,143.0,7650500,2.0199999809265137
290080,KBSTAR 200고배당커버드콜ATM,004990,218.0,7270300,1.940000057220459
290080,KBSTAR 200고배당커버드콜ATM,012750,83.0,6830900,1.8300000429153442
290080,KBSTAR 200고배당커버드콜ATM,029780,194.0,6625100,1.7599999904632568
290080,KBSTAR 200고배당커버드콜ATM,001740,1174.0,6562660,1.7300000190734863
290080,KBSTAR 200고배당커버드콜ATM,005940,542.0,6476900,1.7200000286102295
290080,KBSTAR 200고배당커버드콜ATM,016360,153.0,6288300,1.6699999570846558
290080,KBSTAR 200고배당커버드콜ATM,000270,72.0,6156000,1.649999976158142
290080,KBSTAR 200고배당커버드콜ATM,000810,32.0,6096000,1.6299999952316284
290080,KBSTAR 200고배당커버드콜ATM,018880,335.0,5996500,1.6100000143051147
290080,KBSTAR 200고배당커버드콜ATM,282330,36.0,5832000,1.5700000524520874
290080,KBSTAR 200고배당커버드콜ATM,001680,211.0,5570400,1.4800000190734863
290080,KBSTAR 200고배당커버드콜ATM,007070,145.0,5423000,1.4600000381469727
290080,KBSTAR 200고배당커버드콜ATM,005380,23.0,5290000,1.4299999475479126
290080,KBSTAR 200고배당커버드콜ATM,005930,64.0,5376000,1.4299999475479126
290080,KBSTAR 200고배당커버드콜ATM,001450,219.0,5080800,1.3600000143051147
290080,KBSTAR 200고배당커버드콜ATM,000080,140.0,5054000,1.3200000524520874
290080,KBSTAR 200고배당커버드콜ATM,012330,15.0,4522500,1.25
290080,KBSTAR 200고배당커버드콜ATM,012630,374.0,4637600,1.2400000095367432
290080,KBSTAR 200고배당커버드콜ATM,005830,100.0,4480000,1.2100000381469727
290080,KBSTAR 200고배당커버드콜ATM,069960,45.0,3973500,1.0399999618530273
290080,KBSTAR 200고배당커버드콜ATM,018260,18.0,3411000,0.9100000262260437
